method,family,backbone,architecture,target,channel,roi,dilation_mm,phase,n_subjects,ssim_mean,ssim_sd,ssim_ci95,ssim_median,ssim_min,ssim_max,ssim_n,psnr_mean,psnr_sd,psnr_ci95,psnr_median,psnr_min,psnr_max,psnr_n,mae_mean,mae_sd,mae_ci95,mae_median,mae_min,mae_max,mae_n,lpips_mean,lpips_sd,lpips_ci95,lpips_median,lpips_min,lpips_max,lpips_n
SwinPix2Pix-2D-T2+FLAIR,SwinPix2Pix,GAN,2D,t2_flair,flair,cavity,5.0,post,8,0.5777815533985998,0.030604002363701636,0.02267176222572448,0.5911406897085236,0.5230616920598842,0.6165981234185164,7,14.429931035176661,2.4052326458942366,1.7818212793612087,14.860488659854374,9.967152539835322,16.820162813943924,7,0.14509404131344386,0.05625662032866545,0.04167548755737626,0.13021120429039001,0.09568072855472565,0.2512097656726837,7,0.20990068383584215,0.032695139472168934,0.02422089827470057,0.2161533346070963,0.17372363609702965,0.26242679224482607,7
CycleGAN-2D-T2+FLAIR,CycleGAN,GAN,2D,t2_flair,flair,cavity,5.0,post,8,0.5774041528843882,0.0493614763788551,0.036567493436723116,0.5839125758294809,0.49338265571360784,0.6242605076602571,7,14.351422267658197,2.453504753843607,1.8175817573717798,14.64991301473457,9.84622961203472,16.780754566146122,7,0.14766630423920496,0.060572563139356814,0.04487278273533887,0.13276667892932892,0.09711819142103195,0.2652016580104828,7,0.22546729847961577,0.030606284319953696,0.02267345272257327,0.23103711009025574,0.18245447152539304,0.27490193556462017,7
SwinPix2Pix-2.5D-T2+FLAIR,SwinPix2Pix,GAN,2.5D,t2_flair,flair,cavity,5.0,post,8,0.5692525564207953,0.027597765345923307,0.020444710677000263,0.5783023039251721,0.5118807783413123,0.5966123550994238,7,14.048458183555782,2.500107712012074,1.8521057119204187,15.219047290109016,9.088228832016643,15.897907437654787,7,0.1527236955506461,0.06293453190416187,0.04662255368306832,0.12645632028579712,0.10050656646490097,0.2786614000797272,7,0.20098141696842756,0.024887380929489063,0.018436829802484678,0.19532259027747548,0.1754881432764449,0.25005707969622953,7
SwinPix2Pix-3D-T2+FLAIR,SwinPix2Pix,GAN,3D,t2_flair,flair,cavity,5.0,post,8,0.5616524310469577,0.029211740086205567,0.0216403598968358,0.5601383888514944,0.5251304801423763,0.6001299466655136,7,13.88719285963158,1.8722881342687014,1.3870104600609858,13.831057667320026,10.225519346903367,15.904858509175948,7,0.14962459249155863,0.046382203980692455,0.034360417557755055,0.1479489952325821,0.10699563473463058,0.23534910380840302,7,0.19723539573056575,0.02583045425047086,0.019135468295601615,0.1893722305403036,0.16902365626120544,0.24468212627938815,7
CycleGAN-3D-T2+FLAIR,CycleGAN,GAN,3D,t2_flair,flair,cavity,5.0,post,8,0.5608770178582376,0.014115990977413532,0.01045727245793098,0.5587639754697528,0.5399352247893401,0.5796788280729935,7,13.715401274828732,1.6264484983332381,1.2048899091163756,14.23267390563102,10.324712768410437,15.21907392529247,7,0.1533868908882141,0.04203268066591164,0.031138245594230597,0.13941578567028046,0.11719948798418045,0.23753546178340912,7,0.1623878776171877,0.036037020439649334,0.026696598341017824,0.1561732020448236,0.11557520949281752,0.21241965118263448,7
pix2pix-2.5D-T2+FLAIR,pix2pix,GAN,2.5D,t2_flair,flair,cavity,5.0,post,8,0.5597308523567864,0.046097512219539054,0.0341495149496652,0.5790037936543845,0.47717254932474623,0.6070659362303205,7,14.381942679799193,2.3522492185521995,1.7425706071018394,14.75335089612841,10.167569030277859,16.79600310510009,7,0.149126763854708,0.05806485485434223,0.043015046440142306,0.13369865715503693,0.09970422834157944,0.2598898112773895,7,0.22116803455250236,0.026745741314560062,0.019813522441549665,0.2190841256695635,0.18125825728240766,0.26643834316304754,7
CUT-2.5D-T2+FLAIR,CUT,GAN,2.5D,t2_flair,flair,cavity,5.0,post,8,0.5581128572195849,0.05191753419430772,0.038461047565312496,0.5882510879039482,0.4601239662382226,0.5987240485000881,7,14.328482729702172,2.3392017609251052,1.732904915227415,14.75815825177554,10.160789738296483,16.788180812045056,7,0.1502824244754655,0.05746285382970962,0.042569077840090806,0.1322023868560791,0.10259173065423965,0.2601529061794281,7,0.24035400564425538,0.02747388130797497,0.020352936097370163,0.2460661504198523,0.18689510823031397,0.2765165865421295,7
pix2pix-2D-T2+FLAIR,pix2pix,GAN,2D,t2_flair,flair,cavity,5.0,post,8,0.5579593307996545,0.042828686798753415,0.03172793518971344,0.5713556614934651,0.47554620280956206,0.6000830604653923,7,14.539951633115262,2.269215185580839,1.6810581346546913,14.766774983234567,10.520369282424923,17.337496375021438,7,0.14488423189946584,0.054062769133854216,0.04005025984838958,0.132017582654953,0.09941589832305908,0.2470966875553131,7,0.2394653100864684,0.025173840873475774,0.018649042298748374,0.24169643635028287,0.19750257581472397,0.28175470658711027,7
pix2pix-3D-T2+FLAIR,pix2pix,GAN,3D,t2_flair,flair,cavity,5.0,post,8,0.550293544902541,0.02634397799740303,0.019515892011080022,0.5512087567972276,0.5062346257602427,0.5853241775312275,7,13.369409608105906,1.5118720654338778,1.1200104997994114,13.568853722412992,10.4471444374621,15.364202056761654,7,0.1604865129504885,0.03948187709654886,0.029248583865615848,0.15999382734298706,0.11382266879081726,0.23166202008724213,7,0.19941396359278538,0.02949201722876704,0.021847992109705967,0.18706635760013582,0.17486128605463924,0.2560652866959572,7
CUT-2D-T2+FLAIR,CUT,GAN,2D,t2_flair,flair,cavity,5.0,post,8,0.5471953130965356,0.05315309195358888,0.03937636156253646,0.5742315185353122,0.4392579648259753,0.5928082497528732,7,13.828927627791987,2.4424710439075557,1.8094078706635999,14.704161484235138,9.111212674935027,16.086122373911003,7,0.1610445465360369,0.06496267256996113,0.04812502131422562,0.1373032182455063,0.10632847994565964,0.2961481511592865,7,0.20924350405934708,0.02839197935220724,0.021033072646549904,0.21537413886364767,0.16552628611067408,0.2532483216907297,7
CUT-3D-T2+FLAIR,CUT,GAN,3D,t2_flair,flair,cavity,5.0,post,8,0.5252475349912936,0.020756320923445728,0.0153764977229035,0.5288431234153816,0.48594730904110955,0.5481731037623787,7,13.039810627504563,1.326444652960634,0.9826439502950597,12.99575532774999,10.514988707819164,14.842778069019413,7,0.16842197520392282,0.034535477164225066,0.02558423951593711,0.17506776750087738,0.1297767609357834,0.2301204800605774,7,0.16134191244878648,0.016305066654933344,0.012078962414199921,0.15929998311081103,0.13811829787763683,0.19266045025803827,7
SynDiff-2D-T2,SynDiff,SynDiff,2D,t2,t2,cavity,5.0,pre,16,0.6084024815168685,0.09364399277302361,0.09177111291756314,0.6413822326193181,0.47178016971092623,0.6790652911179115,4,13.408963571479298,1.347112898384296,1.32017064041661,13.46674517879096,11.806441730257887,14.895922198077386,4,0.1506101805716753,0.03866490179774497,0.03789160376179007,0.13850443810224533,0.12033193558454514,0.2050999104976654,4,0.183245077674522,0.03808756458822327,0.03732581329645881,0.18851879134993343,0.1381833174579583,0.21775941054026285,4
ResViT-2D+3D-refine-T2,ResViT,ResViT,2D+3D-refine,t2,t2,cavity,5.0,pre,16,0.6078727873331495,0.08484504912006434,0.08314814813766305,0.6493247587417559,0.4806489964604401,0.6521926353886466,4,13.382112884856635,2.3334788891341067,2.2868093113514245,13.536021595492116,10.900075044551404,15.556333303890908,4,0.15393895097076893,0.052607892367010654,0.05155573451967044,0.15433580055832863,0.10481405258178711,0.20227015018463135,4,0.2040354838671406,0.05513851861178728,0.05403574823955153,0.1998740877123269,0.15069684703998706,0.2656969130039215,4
SynDiff-2.5D-T2,SynDiff,SynDiff,2.5D,t2,t2,cavity,5.0,pre,16,0.6047736068123889,0.09581145187857608,0.09389522284100456,0.642986828019328,0.46301075437431544,0.670110016836584,4,13.281327647208663,1.7504007271420685,1.7153927125992272,13.473040328120675,11.160182465222249,15.019047467371054,4,0.1542073804885149,0.046803745954838966,0.045867671035742186,0.1400209255516529,0.11880038678646088,0.2179872840642929,4,0.1858232300936653,0.04317199042680527,0.042308550618269165,0.19305225297370376,0.13365438420833442,0.22353403021891913,4
CycleGAN-2D+3D-post-T2+FLAIR,CycleGAN,GAN,2D+3D-post,t2_flair,t2,cavity,5.0,pre,12,0.6032207542861232,0.07431155614775617,0.08409144201378176,0.643923757418999,0.5174501688903091,0.6482883365490615,3,14.992963929966777,1.6253048613527679,1.8392055904657667,15.637043846760827,13.144330807716374,16.19751713542313,3,0.13089125355084738,0.038781754521219985,0.0438856865684458,0.11319713294506073,0.10411229729652405,0.17536433041095734,3,0.2415516652552169,0.042823302729465655,0.048459128902553834,0.232152998417049,0.20420835302838197,0.28829364432021976,3
pix2pix-2.5D-T2+FLAIR,pix2pix,GAN,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.6025909050158907,0.07919476670263582,0.08961731495338576,0.6443815319224534,0.5112543486707334,0.6521368344544854,3,14.900326016664032,1.9043530191607272,2.154978307359264,15.941839374982932,12.702369926307737,16.056768748701426,3,0.13117891053358713,0.04750031463446776,0.05375166610397169,0.10861895978450775,0.09916262328624725,0.1857551485300064,3,0.22541375141208897,0.0386231547701579,0.04370621405486636,0.22006633646071236,0.18974294233843325,0.26643197543712127,3
pix2pix-2D+3D-post-T2+FLAIR,pix2pix,GAN,2D+3D-post,t2_flair,t2,cavity,5.0,pre,12,0.6015657204373248,0.08915799864029253,0.10089177325014712,0.6527547022925628,0.49861546163160575,0.6533269973878058,3,14.492190214046266,2.2520708345914557,2.548458057067545,15.328717407158408,11.941559450371596,16.206293784608793,3,0.13855267316102982,0.052900566835818695,0.05986262674576968,0.10934630036354065,0.10669393092393875,0.19961778819561005,3,0.2316201399142012,0.039708131609437966,0.044933980928503155,0.21929549145093863,0.19953572577371512,0.2760292025179499,3
CycleGAN-2.5D-T2+FLAIR,CycleGAN,GAN,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.6015251855606044,0.07170718546619592,0.08114431915020773,0.641787758975422,0.5187351857001493,0.644052612006242,3,14.960072310777358,2.043906044916747,2.312897422252735,16.012236707664865,12.604437029777928,16.263543194889284,3,0.13373494893312454,0.05244290925485497,0.05934473843974017,0.10834049433469772,0.09882335364818573,0.19404099881649017,3,0.238263902580493,0.04545135868506829,0.05143305417684249,0.2292501360827076,0.1979947876109061,0.2875467840478652,3
CUT-2D+3D-post-T2+FLAIR,CUT,GAN,2D+3D-post,t2_flair,t2,cavity,5.0,pre,12,0.6014332989915699,0.0807717794018013,0.0914018728178879,0.6462292495355981,0.5081899113142632,0.6498807361248483,3,15.020858319632149,2.154620038750535,2.4381821003730075,16.0531270263088,12.544314953027092,16.465132979560558,3,0.13114539782206217,0.05339680906050161,0.0604241776864974,0.10876253247261047,0.09258268773555756,0.1920909732580185,3,0.21188139150991095,0.04336848278132152,0.0490760582079576,0.20006455805665557,0.17564604079570229,0.259933575677375,3
ResViT-2D+3D-refine-T2+FLAIR,ResViT,ResViT,2D+3D-refine,t2_flair,t2,cavity,5.0,pre,12,0.6013106452629523,0.09447712374256001,0.10691092993705606,0.6524321010562533,0.492288102871006,0.6592117318615978,3,14.112847485446656,1.540011345695634,1.742686891385206,14.927916435753001,12.336597590801118,15.074028429785848,3,0.13973161826531091,0.04670735928251936,0.05285435265160227,0.11996009200811386,0.10616174340248108,0.19307301938533783,3,0.2063333572601459,0.032663934624299784,0.03696272163833836,0.189243242009681,0.18576005992351793,0.24399676984723875,3
CycleGAN-2D-T2+FLAIR,CycleGAN,GAN,2D,t2_flair,t2,cavity,5.0,pre,12,0.6012449124494667,0.0732672325683189,0.08290967863435174,0.643236958573343,0.5166439492101507,0.6438538295649063,3,15.06071583996455,1.7215421533578532,1.9481083382983913,15.956124200662957,13.076004734945993,16.150018584284695,3,0.13110273083051047,0.041669295312374253,0.047153246576460923,0.11264719814062119,0.10184835642576218,0.178812637925148,3,0.23189539950080462,0.04389277474644413,0.04966935041806469,0.22466512624146992,0.192066686895067,0.2789543853658769,3
pix2pix-2D-T2+FLAIR,pix2pix,GAN,2D,t2_flair,t2,cavity,5.0,pre,12,0.6010622110630499,0.08205177406108528,0.09285032312964174,0.6432630682143136,0.5064988029103183,0.6534247620645177,3,14.80643339979846,2.109601844280198,2.3872392176490824,15.974119790132768,12.371157972071487,16.074022437191125,3,0.13464451829592386,0.05287142555470629,0.05982965028183992,0.1078738197684288,0.10051266103982925,0.19554707407951355,3,0.22460154046052458,0.04622865114847014,0.05231264340229138,0.21790149553376204,0.18208850332806692,0.27381462251974475,3
SwinPix2Pix-2.5D-T2+FLAIR,SwinPix2Pix,GAN,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.6003658668734783,0.07919122542501096,0.08961330762050937,0.6404212816665289,0.5091488134086514,0.6515275055452544,3,15.036139871437058,1.831364640660791,2.0723841818089452,15.957439156780477,12.927066082138666,16.22391437539203,3,0.12998833507299423,0.04494602397839269,0.05086121412413965,0.11148608475923538,0.09724666178226471,0.1812322586774826,3,0.21903220417894467,0.037821771614418694,0.04279936364471384,0.21080701444961403,0.18599986535823868,0.2602897327289813,3
SwinPix2Pix-2D-T2+FLAIR,SwinPix2Pix,GAN,2D,t2_flair,t2,cavity,5.0,pre,12,0.5977701128669647,0.07988440564790085,0.09039771488554288,0.6405931298547844,0.5056043806280086,0.6471128281181008,3,15.085603019957418,2.2382346326490237,2.532800920632136,16.37262588909886,12.501119310592514,16.383063860180883,3,0.13026287158330283,0.05188325772512288,0.05871143311550747,0.10613270848989487,0.09483928233385086,0.18981662392616272,3,0.21317799312070385,0.04682930760070743,0.05299235016449516,0.20639585731381496,0.17010955149397397,0.26302857055432266,3
ResViT-2.5D-T2,ResViT,ResViT,2.5D,t2,t2,cavity,5.0,pre,16,0.5976864464231874,0.08326152212880009,0.08159629168622408,0.6356212189037691,0.47326332621717926,0.646240021668032,4,13.249903663819016,2.292908937811154,2.2470507590549307,13.587716588808966,10.55533619548398,15.268845282174158,4,0.15587075613439083,0.048806487248799234,0.04783035750382325,0.15678899735212326,0.10971914976835251,0.2001858800649643,4,0.20388180309030907,0.05451107047495517,0.053420849065456064,0.1940984552529097,0.157401988063665,0.26992831379175186,4
SwinPix2Pix-2D+3D-post-T2+FLAIR,SwinPix2Pix,GAN,2D+3D-post,t2_flair,t2,cavity,5.0,pre,12,0.5971346277848075,0.08557879926423083,0.09684152787257208,0.645441419489459,0.4983248772805831,0.6476375865843805,3,14.688545851657508,2.2512262158748744,2.5475022810145185,15.427892546045488,12.160622212174534,16.4771227967525,3,0.1339576244354248,0.05003251549879079,0.05661712113126354,0.10655378550291061,0.10361383110284805,0.19170525670051575,3,0.2259994491245528,0.03857940928688403,0.043656711380440125,0.2182396008916523,0.1918897774616758,0.26786896902033025,3
CycleGAN-2D+3D-post-T2,CycleGAN,GAN,2D+3D-post,t2,t2,cavity,5.0,pre,16,0.5964281270455398,0.06592075750463183,0.0646023423545392,0.601067157268247,0.5216319848658868,0.6619462087797785,4,13.472871749074683,3.5451655084861544,3.4742621983164312,14.315917455904476,8.85186175048251,16.407790334007274,4,0.16322140768170357,0.0774720045947909,0.07592256450289507,0.1519375517964363,0.0915708839893341,0.25743964314460754,4,0.25745861449299484,0.04498149886385925,0.04408186888658206,0.25999040522383177,0.20347574034419197,0.30637790718012387,4
CUT-2.5D-T2+FLAIR,CUT,GAN,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.594996920841024,0.07079422428607363,0.08011120631932529,0.6309067485793847,0.5134441658440361,0.640639848099651,3,14.858591288713995,1.9518464449809552,2.2087221780360746,15.892713050230702,12.607273021766101,16.075787794145185,3,0.13573680818080902,0.05029691788185735,0.05691632059385773,0.11239241063594818,0.10135404765605927,0.19346396625041962,3,0.22098995935544333,0.0397495890822799,0.04498089447538937,0.21699682643811768,0.18338764957577672,0.26258540205243563,3
SynDiff-3D+3D-refine-T2,SynDiff,SynDiff,3D+3D-refine,t2,t2,cavity,5.0,pre,16,0.5946793423125517,0.0813476332050653,0.079720680540964,0.6315917934634292,0.47299687027477594,0.6425369120485728,4,13.371702312185977,1.987759034596719,1.9480038539047846,13.389112406457357,11.597827624255624,15.110756811573571,4,0.15545741468667984,0.05011663254796117,0.049114299897001945,0.15164749696850777,0.10871320217847824,0.20982146263122559,4,0.1912429531924737,0.041614929000212214,0.040782630420207966,0.19349967607972668,0.14214813890335165,0.23582432170708975,4
SwinPix2Pix-2D+3D-post-T2,SwinPix2Pix,GAN,2D+3D-post,t2,t2,cavity,5.0,pre,16,0.5945862687145025,0.07335632300618737,0.07188919654606363,0.6106028848623781,0.5026642815167734,0.6544750236164804,4,13.507110822403366,3.1823709308649377,3.118723512247639,14.027554850172287,9.549555248102228,16.423778341166667,4,0.15531656704843044,0.06405674326779967,0.06277560840244367,0.14601429924368858,0.09870849549770355,0.23052917420864105,4,0.23851291853313838,0.04315144161569474,0.042288412783380844,0.24233777728944045,0.19036407528283933,0.2790120442708333,4
CUT-2D+3D-post-T2,CUT,GAN,2D+3D-post,t2,t2,cavity,5.0,pre,16,0.5929562954748073,0.06803999883649736,0.06667919885976742,0.6050949313889229,0.5115882445310204,0.650047074590363,4,13.53415966960392,2.9683249145685098,2.9089584162771396,14.133122580096778,9.777619974946528,16.092773543275595,4,0.15756406635046005,0.06281531702555791,0.06155901068504675,0.14994948729872704,0.10080639272928238,0.22955089807510376,4,0.24825454019048623,0.044846664872596934,0.04394973157514499,0.25297690459734035,0.19713981194161953,0.2899245396256447,4
pix2pix-2D+3D-post-T2,pix2pix,GAN,2D+3D-post,t2,t2,cavity,5.0,pre,16,0.5924802966194477,0.0749470069188406,0.07344806678046378,0.6024413466991747,0.5068466200709594,0.6581918730084818,4,13.576093806272258,3.0067192537300684,2.946584868655467,13.965618642968327,9.974705812343355,16.398432126809027,4,0.1571381762623787,0.06308066971607375,0.061819056321752275,0.15027164295315742,0.1011066809296608,0.22690273821353912,4,0.23837115627818684,0.047317103644188827,0.04637076157130505,0.24439292753020814,0.18157939454529418,0.28311937550703686,4
ResViT-2D-T2,ResViT,ResViT,2D,t2,t2,cavity,5.0,pre,16,0.5915112674313046,0.07858725324835568,0.07701550818338856,0.622505432593335,0.4759815841053502,0.645052620433198,4,12.96616730761101,2.2953996081689834,2.2494916160056038,13.282693403070429,10.168871392519351,15.130411031783835,4,0.1604040451347828,0.050947117783839306,0.04992817542816252,0.15830324962735176,0.11606942862272263,0.20894025266170502,4,0.21109142828485278,0.06903488218507901,0.06765418454137744,0.18998394806465727,0.15838735963345743,0.30601045737663907,4
CUT-2D-T2+FLAIR,CUT,GAN,2D,t2_flair,t2,cavity,5.0,pre,12,0.5867048911229934,0.07973879087499129,0.09023293625800174,0.6323525271863197,0.4946315621791355,0.633130584003525,3,14.849015619589577,2.212675347756606,2.50387786700679,15.641271821881059,12.349276390640549,16.556498646247128,3,0.136615718404452,0.05445384357256422,0.06162032484025826,0.11477592587471008,0.09647203981876373,0.1985991895198822,3,0.17958694951538703,0.03278870641237457,0.037103914208185575,0.16581726629187227,0.15592844265092237,0.21701513960336646,3
ResViT-2.5D-T2+FLAIR,ResViT,ResViT,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.5861830269232322,0.09647761838652538,0.10917470273461946,0.639313450464895,0.47481923367695,0.6444163966278516,3,13.948632144742918,1.9214074470970228,2.174277209336659,14.755176484177948,11.755409906125749,15.33531004392506,3,0.1458941400051117,0.057045715675496385,0.06455330423067088,0.12307363748550415,0.10379147529602051,0.21081730723381042,3,0.18507389896454782,0.042182079169556644,0.0477335161365024,0.1639515731264563,0.15762567729953503,0.23364444646765203,3
ResViT-2D-T2+FLAIR,ResViT,ResViT,2D,t2_flair,t2,cavity,5.0,pre,12,0.5828010731413097,0.08715744244813532,0.09862793080424809,0.6304782413624747,0.48220582484508095,0.6357191532163735,3,13.862027796015921,1.60848110801016,1.820167721364343,14.508115055373036,12.030958995858468,15.047009336816258,3,0.14607814699411392,0.04884539350818761,0.05527376613762562,0.12937138974666595,0.1077781692147255,0.20108488202095032,3,0.18319747743684203,0.03713359927172385,0.042020623329598536,0.16587161645293236,0.15789328999471763,0.2258275258628761,3
pix2pix-3D-T2+FLAIR,pix2pix,GAN,3D,t2_flair,t2,cavity,5.0,pre,12,0.5815757531012681,0.0616335556001931,0.0697449338370951,0.6067352882239402,0.5113423341357897,0.6266496369440744,3,14.277001611872935,1.6671202474862943,1.8865241543690676,14.646787185015617,12.45603612153797,15.72818152906522,3,0.14112081875403723,0.04955815447451142,0.056080331099744446,0.11285771429538727,0.11216051131486893,0.19834423065185547,3,0.21557339994337554,0.038311615818977414,0.04335367454410523,0.20079459871185062,0.18685227325365233,0.2590733278646237,3
SwinPix2Pix-3D-T2+FLAIR,SwinPix2Pix,GAN,3D,t2_flair,t2,cavity,5.0,pre,12,0.5807472161141886,0.0639519150563831,0.07236840453106995,0.6007153438211006,0.509193656190932,0.632332648330533,3,14.149490181743838,1.7280617218152308,1.955485924521971,14.576899285413196,12.247831718222457,15.62373954159586,3,0.1435236136118571,0.05254922015248131,0.05946504054545039,0.11320876330137253,0.11315985769033432,0.20420221984386444,3,0.21179201861271024,0.03822178045829788,0.043252016263549915,0.19791704244565458,0.182445649697911,0.2550133636945652,3
pix2pix-2.5D-T2,pix2pix,GAN,2.5D,t2,t2,cavity,5.0,pre,16,0.5759753017819489,0.0843327850379568,0.08264612933719766,0.579438544667004,0.4934731018223876,0.6515510159714,4,13.635300563441819,3.2692686133320126,3.2038832410653724,14.33479008395772,9.534016740310118,16.33760534554171,4,0.1636114977300167,0.07488435384844229,0.07338666677147344,0.1511467918753624,0.0966901183128357,0.25546228885650635,4,0.2414091397695073,0.0558306980256084,0.05471408406509623,0.2481647404322604,0.17275695581338368,0.29655012240012485,4
pix2pix-2D-T2,pix2pix,GAN,2D,t2,t2,cavity,5.0,pre,16,0.5752464833124116,0.0897805899894158,0.08798497818962747,0.576694496096675,0.48792407663936826,0.659672864416928,4,13.545027876275801,3.3574441440190173,3.290295261138637,14.273375031057908,9.3395578176597,16.29380362532769,4,0.16471180319786072,0.07718885585886219,0.07564507874168494,0.1518644206225872,0.0957087054848671,0.25940966606140137,4,0.2435439572508603,0.060292554536032564,0.05908670344531191,0.2443674271913307,0.17327491709371456,0.3121660575270653,4
SwinPix2Pix-2D-T2,SwinPix2Pix,GAN,2D,t2,t2,cavity,5.0,pre,16,0.5747161295142421,0.08882249770807239,0.08704604775391095,0.5769747473202184,0.4889571762013623,0.6559578472151694,4,13.58666790832997,3.6031543417995064,3.531091254963516,14.505261979960533,8.88518363853101,16.450964034867795,4,0.1621190384030342,0.0787166080501372,0.07714227588913444,0.14515445753932,0.09402547031641006,0.2641417682170868,4,0.23794802120098446,0.05932081076031834,0.05813439454511197,0.23653989770938733,0.1717166243515049,0.3069956650336583,4
CUT-2D-T2,CUT,GAN,2D,t2,t2,cavity,5.0,pre,16,0.5746225464998802,0.08179822971978472,0.08016226512538903,0.5772568554968955,0.4975775836587655,0.6463988913469639,4,13.401821184660694,3.3510852285538943,3.2840635239828164,14.258284185843822,9.009244939543958,16.08147142741117,4,0.16719012334942818,0.07665915661709823,0.07512597348475626,0.15181922167539597,0.10042864084243774,0.26469340920448303,4,0.24573986932832628,0.05553653691459613,0.05442580617630421,0.24576041053666664,0.18333971419857475,0.3080989420413971,4
CycleGAN-2D-T2,CycleGAN,GAN,2D,t2,t2,cavity,5.0,pre,16,0.5708016705395472,0.0797006213030172,0.07810660887695685,0.5759664393786625,0.48900052871506045,0.6422732746858035,4,12.80167113955864,4.346792593424978,4.2598567415564785,14.219547538540601,6.74569417027474,16.021895310878612,4,0.1843116544187069,0.10519854693813507,0.10309457599937237,0.15336047857999802,0.1018407940864563,0.32868486642837524,4,0.25762463575448136,0.0666689414800705,0.0653355626504691,0.2503044477315223,0.18870858787648523,0.34118105967839557,4
SynDiff-2.5D-T2+FLAIR,SynDiff,SynDiff,2.5D,t2_flair,t2,cavity,5.0,pre,12,0.5695934924691298,0.09024457338595188,0.10212134832507323,0.6179277767470484,0.4654767990611455,0.6253759015991956,3,13.374548763050969,1.7194753671567171,1.945769549542008,13.862384195044797,11.463865322146301,14.797396771961811,3,0.15754509468873343,0.05094691717683281,0.05765186403899494,0.13114897906780243,0.12521269917488098,0.21627360582351685,3,0.17388195023029848,0.039352682028646266,0.04453175186264244,0.16893971733310642,0.13723383440958514,0.21547229894820383,3
CycleGAN-2.5D-T2,CycleGAN,GAN,2.5D,t2,t2,cavity,5.0,pre,16,0.5675152670746243,0.08590565851371215,0.0841875453434379,0.5785518189116889,0.4718867337892845,0.6410706966858349,4,13.252240590124494,3.609112439181316,3.5369301903976895,14.24552605844698,8.423851777413823,16.094058466190184,4,0.17273187078535557,0.08547529930924747,0.08376579332306251,0.15288814902305603,0.10126335173845291,0.2838878333568573,4,0.25897069322371385,0.05881652702068134,0.05764019648026771,0.2573034387776764,0.19520112127289535,0.3260747740666072,4
ResViT-3D-T2+FLAIR,ResViT,ResViT,3D,t2_flair,t2,cavity,5.0,pre,12,0.5674167018547854,0.10783946476711297,0.12203184226461336,0.6206357392494577,0.44331282072891837,0.6383015455859804,3,13.436708537105778,2.316114014308587,2.620929737284458,14.692888950021965,10.763895316415455,14.853341344879908,3,0.151837520301342,0.05924487299855897,0.0670418850126935,0.12266229093074799,0.11283820122480392,0.22001206874847412,3,0.16142160117130094,0.05443400826367437,0.061597879075241314,0.1367614710447835,0.12368201732169837,0.22382131514742093,3
SynDiff-2D-T2+FLAIR,SynDiff,SynDiff,2D,t2_flair,t2,cavity,5.0,pre,12,0.563284815304507,0.09106847542581427,0.10305368125149407,0.5945566450838229,0.46070051507577414,0.6345972857539239,3,13.186258272788189,1.7457333563734594,1.9754832615416305,13.771861800723224,11.223011558333685,14.56390145930766,3,0.15833157300949097,0.05195788272551209,0.05879587925307093,0.12856458127498627,0.1281033605337143,0.21832677721977234,3,0.1863971326324905,0.031065452825771243,0.03515386920085503,0.18593081159918917,0.155567465399713,0.21769312089856932,3
ResViT-3D-T2,ResViT,ResViT,3D,t2,t2,cavity,5.0,pre,16,0.5628782401659443,0.08748121840278558,0.08573159403472987,0.5894219160257956,0.44277384624985683,0.6298952823623294,4,11.934463126325923,3.138352515039417,3.0755854647386287,12.576949128574737,7.9986503618070675,14.58530388634715,4,0.1812747959047556,0.07198762150136878,0.0705478690713414,0.17373908311128616,0.11521228402853012,0.2624087333679199,4,0.19870523620435657,0.07864056749829385,0.07706775614832796,0.1788804630438487,0.13106073474045843,0.3059992839892705,4
SynDiff-3D+3D-refine-T2+FLAIR,SynDiff,SynDiff,3D+3D-refine,t2_flair,t2,cavity,5.0,pre,12,0.5618390591163652,0.08375563164818815,0.09477841949732799,0.5907803376226995,0.46745091469942884,0.6272859250269671,3,13.3169562246244,1.8585839460478475,2.1031857254619934,14.169295750549802,11.18506893407522,14.59650398924818,3,0.1558182587226232,0.05744981855057709,0.06501058968193885,0.12425480037927628,0.12106987088918686,0.22213010489940643,3,0.19969806323348882,0.032968764361909896,0.03730766895922812,0.20310414319529252,0.16515848281329149,0.2308315636918825,3
CycleGAN-3D-T2+FLAIR,CycleGAN,GAN,3D,t2_flair,t2,cavity,5.0,pre,12,0.5614933955306155,0.0562757962669643,0.06368205840224106,0.5763520066173002,0.49927922434983774,0.6088489556247088,3,14.101463430562722,1.4839401733599245,1.6792363867592788,14.457896954587103,12.471766460168359,15.374726876932703,3,0.14701236287752786,0.04250343504012006,0.04809716453731829,0.1231292113661766,0.12182257324457169,0.19608530402183533,3,0.1853577819738386,0.02897435256230641,0.03278756649282775,0.18241527395394558,0.1579669615379058,0.21569111042966446,3
