Experiment,Family,Variant,Target,ssim_t2_mean,ssim_t2_sd,ssim_t2_lo,ssim_t2_hi,ssim_t2_n,ssim_t2_str,psnr_t2_mean,psnr_t2_sd,psnr_t2_lo,psnr_t2_hi,psnr_t2_n,psnr_t2_str,mae_t2_mean,mae_t2_sd,mae_t2_lo,mae_t2_hi,mae_t2_n,mae_t2_str,lpips_t2_mean,lpips_t2_sd,lpips_t2_lo,lpips_t2_hi,lpips_t2_n,lpips_t2_str,ssim_flair_mean,ssim_flair_sd,ssim_flair_lo,ssim_flair_hi,ssim_flair_n,ssim_flair_str,psnr_flair_mean,psnr_flair_sd,psnr_flair_lo,psnr_flair_hi,psnr_flair_n,psnr_flair_str,mae_flair_mean,mae_flair_sd,mae_flair_lo,mae_flair_hi,mae_flair_n,mae_flair_str,lpips_flair_mean,lpips_flair_sd,lpips_flair_lo,lpips_flair_hi,lpips_flair_n,lpips_flair_str
ResViT-2d-t2_flair,ResViT,2D,T2+FLAIR,0.713752986917946,0.06053502333170943,0.6854217239057406,0.7420842499301513,20,0.714 (0.685–0.742),15.303423035227999,0.9087227681343975,14.878127688299323,15.728718382156675,20,15.30 (14.88–15.73),0.11373067684471605,0.02057759219359601,0.10410006724867925,0.12336128644075285,20,0.114 (0.104–0.123),0.20934727172881376,0.04058655187895528,0.19035218074255364,0.22834236271507388,20,0.209 (0.190–0.228),0.6847176347309977,0.06696511585518827,0.6533769957831913,0.716058273678804,20,0.685 (0.653–0.716),15.30874782765351,0.9271307126604095,14.874837297494082,15.742658357812939,20,15.31 (14.87–15.74),0.12858367264270779,0.01585599595180855,0.12116283810912562,0.13600450717628995,20,0.129 (0.121–0.136),0.21378582501634588,0.043600605067180005,0.19338011371628072,0.23419153631641104,20,0.214 (0.193–0.234)
ResViT-2d_3d_refine-t2,ResViT,2D+3D-post,T2 only,0.7307141683475452,0.056434691027823926,0.7096411083917085,0.751787228303382,30,0.731 (0.710–0.752),15.16280490612015,0.8469345902301499,14.846554332695506,15.479055479544796,30,15.16 (14.85–15.48),0.11703582058350247,0.01783663152246858,0.11037551291391973,0.12369612825308521,30,0.117 (0.110–0.124),0.18951602466589307,0.03984054231150264,0.17463932167500726,0.20439272765677888,30,0.190 (0.175–0.204),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
ResViT-2d_3d_refine-t2_flair,ResViT,2D+3D-post,T2+FLAIR,0.7296722722435484,0.05646735155731922,0.7032447382223452,0.7560998062647515,20,0.730 (0.703–0.756),15.356608433027684,0.9823366573755524,14.896860725421547,15.816356140633822,20,15.36 (14.90–15.82),0.11338983066380033,0.020115433096568262,0.10397551818323053,0.12280414314437013,20,0.113 (0.104–0.123),0.22957094139229844,0.04555539184087066,0.20825036172066697,0.2508915210639299,20,0.230 (0.208–0.251),0.6982285845644176,0.061636906085332906,0.6693816245493308,0.7270755445795044,20,0.698 (0.669–0.727),15.465688085389985,0.9880658572543384,15.003259029703317,15.928117141076653,20,15.47 (15.00–15.93),0.1261769376695156,0.016301890485232094,0.11854741807054733,0.13380645726848386,20,0.126 (0.119–0.134),0.21824185211163966,0.039452394569123986,0.19977756308552702,0.2367061411377523,20,0.218 (0.200–0.237)
ResViT-full_3d-t2,ResViT,Full-3D,T2 only,0.708070200749207,0.05464364319197551,0.6876659290465034,0.7284744724519107,30,0.708 (0.688–0.728),14.753239322402086,1.1859252334148405,14.310407562508702,15.19607108229547,30,14.75 (14.31–15.20),0.12506416862209638,0.024696845223251853,0.11584221505716917,0.1342861221870236,30,0.125 (0.116–0.134),0.16552230164297674,0.03451983320668673,0.15263238408373386,0.1784122192022196,30,0.166 (0.153–0.178),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
ResViT-full_3d-t2_flair,ResViT,Full-3D,T2+FLAIR,0.7006552607213625,0.05384171335849079,0.6754565632032575,0.7258539582394675,20,0.701 (0.675–0.726),14.812716210194187,1.1898169007653403,14.25586475963412,15.369567660754255,20,14.81 (14.26–15.37),0.12384179085493083,0.025304008191466682,0.11199915048115702,0.13568443122870463,20,0.124 (0.112–0.136),0.16668952228238756,0.0341334359806605,0.15071458250282677,0.18266446206194836,20,0.167 (0.151–0.183),0.7024205888477468,0.06022014520660807,0.6742366933343554,0.7306044843611382,20,0.702 (0.674–0.731),15.484743093688417,1.1580476288068409,14.9427601200864,16.026726067290433,20,15.48 (14.94–16.03),0.124106353893876,0.01774647249344442,0.11580074910380936,0.13241195868394265,20,0.124 (0.116–0.132),0.2448759018948589,0.03900466135848528,0.22662115846155784,0.26313064532815994,20,0.245 (0.227–0.263)
SynDiff-2D-T2,SynDiff,2D,T2 only,0.7263469218132581,0.055530903311863236,0.7056113417368877,0.7470825018896285,30,0.726 (0.706–0.747),14.669291806169229,0.9193270324349588,14.326009450570401,15.012574161768056,30,14.67 (14.33–15.01),0.12414043769240381,0.020825745476324767,0.1163639765289819,0.13191689885582572,30,0.124 (0.116–0.132),0.18759582205972303,0.039620151389654266,0.17280141439154117,0.20239022972790488,30,0.188 (0.173–0.202),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
SynDiff-2.5D-T2,SynDiff,2.5D,T2 only,0.7262477833896622,0.05578036176717975,0.7054190539952104,0.747076512784114,30,0.726 (0.705–0.747),14.626533139216692,0.9262666273175567,14.280659496302087,14.972406782131296,30,14.63 (14.28–14.97),0.125105485568444,0.020828644017034277,0.11732794207213353,0.1328830290647545,30,0.125 (0.117–0.133),0.1857300764535435,0.03971338916444896,0.17090085322807563,0.20055929967901137,30,0.186 (0.171–0.201),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
SynDiff-3Drefine-T2,SynDiff,2D+3D-post,T2 only,0.7068451612993459,0.059638880400682576,0.6845756373683487,0.7291146852303432,30,0.707 (0.685–0.729),14.946322712830852,0.7571746583939675,14.663589048788827,15.229056376872878,30,14.95 (14.66–15.23),0.12196476285656296,0.01734750062708599,0.11548709966499407,0.12844242604813186,30,0.122 (0.115–0.128),0.20815738300967204,0.03032850817186564,0.19683253193957922,0.21948223407976486,30,0.208 (0.197–0.219),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
SynDiff-full3D-T2,SynDiff,Full-3D,T2 only,0.6978028718553779,0.0538748598387748,0.6776856685745969,0.717920075136159,30,0.698 (0.678–0.718),14.13608003890779,0.9540338533129213,13.779837943405768,14.492322134409813,30,14.14 (13.78–14.49),0.13822572405139605,0.022454814818182494,0.12984095839852,0.1466104897042721,30,0.138 (0.130–0.147),0.21441355503723533,0.030827287504403847,0.20290245670348464,0.22592465337098602,30,0.214 (0.203–0.226),,,,,0,—,,,,,0,—,,,,,0,—,,,,,0,—
SynDiff-2D-T2_FLAIR,SynDiff,2D,T2+FLAIR,0.7064429005783311,0.056851831981620415,np.float64(0.6798354241795681),np.float64(0.7330503769770942),20,0.706 (0.680–0.733),14.315040759026937,1.0205261707469033,np.float64(13.837419808988832),np.float64(14.792661709065042),20,14.32 (13.84–14.79),0.12896010801196092,0.023608758369736572,np.float64(0.11791086897723735),np.float64(0.1400093470466845),20,0.129 (0.118–0.140),0.20578382824789454,0.038455980246834706,np.float64(0.18778587547937603),np.float64(0.22378178101641305),20,0.206 (0.188–0.224),0.6726392684133236,0.06046060058264939,0.6443428363198437,0.7009357005068034,20,0.673 (0.644–0.701),14.24222756068266,0.9240273253562094,13.809769460490296,14.674685660875022,20,14.24 (13.81–14.67),0.14506504200398945,0.01832986874816803,0.13648639936206075,0.15364368464591815,20,0.145 (0.136–0.154),0.19596536224460664,0.03652737317374068,0.17887002537061988,0.2130606991185934,20,0.196 (0.179–0.213)
SynDiff-2.5D-T2_FLAIR,SynDiff,2.5D,T2+FLAIR,0.7075978223456472,0.05831096305818511,np.float64(0.6803074515821967),np.float64(0.7348881931090976),20,0.708 (0.680–0.735),14.419401881110165,1.0760959268869335,np.float64(13.915773484637283),np.float64(14.923030277583047),20,14.42 (13.92–14.92),0.12793362028896804,0.023785510450879593,np.float64(0.11680165873390483),np.float64(0.13906558184403126),20,0.128 (0.117–0.139),0.19589517331326958,0.036773211493361144,np.float64(0.17868478056405),np.float64(0.21310556606248918),20,0.196 (0.179–0.213),0.6707602692833927,0.06277452600205514,0.6413808867582497,0.7001396518085358,20,0.671 (0.641–0.700),14.450330777691121,0.9263262816146051,14.0167967328501,14.883864822532143,20,14.45 (14.02–14.88),0.14232584498822684,0.019012328685029212,0.1334278012640427,0.151223888712411,20,0.142 (0.133–0.151),0.18527030390149035,0.034101899688099825,0.16931012356117303,0.20123048424180767,20,0.185 (0.169–0.201)
SynDiff-3Drefine-T2_FLAIR,SynDiff,2D+3D-post,T2+FLAIR,0.6837034391063754,0.05862426962196192,np.float64(0.6562664363574516),np.float64(0.7111404418552992),20,0.684 (0.656–0.711),14.025245743968942,0.9443329397065154,np.float64(13.58328432372942),np.float64(14.467207164208464),20,14.03 (13.58–14.47),0.1371517542749643,0.02105666455269315,np.float64(0.12729693191315225),np.float64(0.14700657663677633),20,0.137 (0.127–0.147),0.23678108205982398,0.04110521193913697,np.float64(0.2175432506933638),np.float64(0.2560189134262842),20,0.237 (0.218–0.256),0.6573327545076071,0.06162025193404504,0.6284935888752498,0.6861719201399644,20,0.657 (0.628–0.686),14.012498945994967,0.7833266044478234,13.645890810181395,14.379107081808538,20,14.01 (13.65–14.38),0.15014464780688286,0.016514920059785654,0.14241542729803003,0.1578738683157357,20,0.150 (0.142–0.158),0.23066009110422597,0.03242274125275895,0.21548578110230968,0.24583440110614227,20,0.231 (0.215–0.246)
SynDiff-full3D-T2_FLAIR,SynDiff,Full-3D,T2+FLAIR,0.6990533957666621,0.05210379861840329,np.float64(0.674668067384047),np.float64(0.7234387241492772),20,0.699 (0.675–0.723),14.283334225000301,1.1906535226143264,np.float64(13.72609122336217),np.float64(14.840577226638432),20,14.28 (13.73–14.84),0.13148111701011653,0.026395634202021595,np.float64(0.11912757993698006),np.float64(0.143834654083253),20,0.131 (0.119–0.144),0.22874766195046276,0.04031155684361595,np.float64(0.209881272602435),np.float64(0.2476140512984905),20,0.229 (0.210–0.248),0.6627366569744791,0.056640939854071364,0.6362278811296102,0.6892454328193481,20,0.663 (0.636–0.689),14.379083105182806,0.8722119613108212,13.970875341837576,14.787290868528036,20,14.38 (13.97–14.79),0.14362178742885595,0.018004337117124607,0.13519549828000094,0.15204807657771097,20,0.144 (0.135–0.152),0.2381080559993593,0.030333578769101796,0.22391150413714656,0.25230460786157205,20,0.238 (0.224–0.252)
