method,family,backbone,architecture,target,channel,n,ssim_mean,ssim_sd,ssim_ci95,ssim_median,ssim_min,ssim_max,psnr_mean,psnr_sd,psnr_ci95,psnr_median,psnr_min,psnr_max,mae_mean,mae_sd,mae_ci95,mae_median,mae_min,mae_max,lpips_mean,lpips_sd,lpips_ci95,lpips_median,lpips_min,lpips_max,ssim_gauss_mean,ssim_gauss_sd,ssim_gauss_ci95,ssim_gauss_median,ssim_gauss_min,ssim_gauss_max
SynDiff-2.5D-T2+FLAIR,SynDiff,SynDiff,2.5D,t2_flair,t2,20,0.7075978223456472,0.0583109630581851,0.0255559063373898,0.704102365011087,0.5872815139676459,0.8011917174790494,14.419401881110169,1.0760959268869337,0.471619833994646,14.82112997201877,12.366098732343191,15.952358500007016,0.1279336202889681,0.0237855104508795,0.0104244595765488,0.120770413428545,0.0888998731970787,0.1761682331562042,0.1958951733132696,0.0367732114933611,0.0161165705274258,0.1994646911057252,0.1353491037256187,0.2816985683765874,,,,,,
SynDiff-3D+3D-refine-T2,SynDiff,SynDiff,3D+3D-refine,t2,t2,30,0.7068451612993459,0.0596388804006825,0.0213414992652069,0.7065428792862274,0.5759847551116271,0.8050060789738663,14.94632271283085,0.7571746583939661,0.2709514717107805,15.05451789113182,13.18128178976866,16.502049849810906,0.1219647628565629,0.017347500627086,0.0062077233743961,0.1208084188401699,0.0810521394014358,0.1635417193174362,0.208157383009672,0.0303285081718656,0.0108529172666575,0.2061975925288935,0.1310828019347455,0.2931256663443437,,,,,,
SynDiff-2D-T2+FLAIR,SynDiff,SynDiff,2D,t2_flair,t2,20,0.7064429005783311,0.0568518319816204,0.0249164139474347,0.7018189786501164,0.5869728807502538,0.7972879769948773,14.315040759026935,1.020526170746903,0.447265314559096,14.585199171133777,12.44130168050978,16.107980050936966,0.1289601080119609,0.0236087583697365,0.0103469945615032,0.1239085234701633,0.0874928161501884,0.1754103899002075,0.2057838282478946,0.0384559802468347,0.016854076450769,0.2083741673483298,0.1441722799299492,0.2840957083086024,,,,,,
ResViT-3D-T2+FLAIR,ResViT,ResViT,3D,t2_flair,t2,20,0.7006552607213625,0.0538417133584907,0.0235971712945501,0.7076749188933917,0.5789150050366862,0.7879232606608605,14.812716210194187,1.1898169007653363,0.5214602482943251,14.896433394790831,12.375723461864066,16.617702489407794,0.1238417908549308,0.0253040081914666,0.0110899705541888,0.1208840012550354,0.0888785347342491,0.1791264563798904,0.1666895222823874,0.0341334359806604,0.0149596378990452,0.1577465936067972,0.1211943912506103,0.2643417730482656,0.6800594573986094,0.0618193981145528,0.0270935457964034,0.6842263053572077,0.5443912887158079,0.7981857779360831
SynDiff-2D-untuned-T2,SynDiff,SynDiff,"2D (full SynDiff, untuned)",t2,t2,4,0.7001307187902865,0.0559102288170758,0.0547920242407343,0.6858426600012868,0.6548835024718417,0.7739540526867307,13.92715886532492,0.3173969925084828,0.3110490526583131,13.987745436769591,13.488005548843889,14.24513903891661,0.134720578789711,0.0063348238736366,0.0062081273961638,0.1368691250681877,0.1254516094923019,0.1396924555301666,0.2024522317102516,0.0256055555499841,0.0250934444389844,0.1977312813441341,0.1789826150292281,0.2353637491235102,0.6748120047473687,0.0577448508808722,0.0565899538632547,0.6619073892170461,0.6246136604632802,0.7508195800921024
SynDiff-3D-T2+FLAIR,SynDiff,SynDiff,3D,t2_flair,t2,20,0.699053395766662,0.0521037986184032,0.022835496576955,0.6912434078068399,0.5950406091893836,0.7845616763748824,14.2833342250003,1.1906535226143269,0.5218269139861826,14.491138545589994,11.657870317324004,15.893854949404547,0.1314811170101165,0.0263956342020216,0.0115683967474479,0.1302032396197319,0.0981989726424217,0.1942335218191146,0.2287476619504627,0.0403115568436159,0.0176673187507097,0.2275184061296702,0.1686198918521404,0.3292870852929442,,,,,,
SynDiff-3D-T2,SynDiff,SynDiff,3D,t2,t2,30,0.6978028718553778,0.0538748598387748,0.0192788709972023,0.6977505605423309,0.580486892821838,0.789065854306599,14.136080038907789,0.9540338533129266,0.3413966298942689,14.047994444947085,11.669067386491571,15.640395125713187,0.138225724051396,0.0224548148181824,0.0080353522856729,0.1394614726305008,0.1057875305414199,0.2015323787927627,0.2144135550372353,0.0308272875044037,0.0110314031585346,0.2131679086760539,0.1427567156652609,0.3057095546330978,,,,,,
SynDiff-3D+3D-refine-T2+FLAIR,SynDiff,SynDiff,3D+3D-refine,t2_flair,t2,20,0.6837034391063754,0.0586242696219619,0.0256932189931726,0.6803400038555246,0.5733220594194667,0.7847103876568414,14.025245743968942,0.9443329397065156,0.4138721587288919,14.165448989629349,12.305196103852722,15.684851295421424,0.1371517542749643,0.0210566645526931,0.0092284901305694,0.1304575279355049,0.0979512929916381,0.1783567368984222,0.236781082059824,0.0411052119391369,0.0180151534325874,0.232539557298853,0.1841556346250905,0.3411625776050696,,,,,,
pix2pix-2D+3D-post-T2+FLAIR,pix2pix,GAN,2D+3D-post,t2_flair,flair,20,0.7888043684711734,0.0367327440586321,0.0160988348921798,0.7929129974920287,0.7023622256313373,0.8406112323543184,15.018067286208868,1.2693941774059838,0.5563365275007527,15.316022716617784,12.904593934057685,16.843791180582212,0.1304886698722839,0.0216789993175863,0.0095012403670257,0.1295384764671325,0.1013622283935546,0.1737689077854156,0.249318305368492,0.0443529555053604,0.0194385398085498,0.2518088983612375,0.1755403018816634,0.3451775259831372,0.7937723946176826,0.0371863336372475,0.016297629289987,0.7990366183135227,0.7032038828081318,0.8461738580228612
SwinPix2Pix-2D+3D-post-T2+FLAIR,SwinPix2Pix,GAN,2D+3D-post,t2_flair,flair,20,0.7865382114367431,0.0365428547722005,0.0160156122430584,0.7908126669618114,0.7004653454733761,0.8373454637443509,14.913098672469044,1.2715115364477043,0.5572645010157646,15.216787525585971,12.492518115649924,16.77377662609095,0.1326472055166959,0.0224754173392134,0.0098502859546591,0.1319195851683616,0.0983155965805053,0.1784015893936157,0.2472747974891518,0.0414029026247619,0.0181456221280153,0.2445931397319115,0.1874566891373277,0.3425880565687462,0.7912224264787439,0.036947006338074,0.0161927394764616,0.7964276440883258,0.7050002390963721,0.8429065175440891
CycleGAN-2D+3D-post-T2+FLAIR,CycleGAN,GAN,2D+3D-post,t2_flair,flair,20,0.7865038220327938,0.0374215596976297,0.0164007216563614,0.7890291820503533,0.7006770992911329,0.8383065399884233,14.841485422094497,1.1496208981209637,0.5038435734043557,14.865147527898865,12.744516670063586,16.309363924848178,0.1332149434834718,0.0201802846182403,0.008844399689489,0.1354939118027687,0.1029383093118667,0.1722585558891296,0.272673400253301,0.0368566838890235,0.0161531539178113,0.2676355890907325,0.2111613936051055,0.3568304457046367,0.7914407659758238,0.0377461064434524,0.0165429605391264,0.7940357796907747,0.7039466458377172,0.8438203905067645
CUT-2D+3D-post-T2+FLAIR,CUT,GAN,2D+3D-post,t2_flair,flair,20,0.7859338663619726,0.0370085973938581,0.0162197329468193,0.7902025366624342,0.6989805313420708,0.8374355893612137,14.873732942242723,1.1721411202988368,0.5137134959453477,15.222887708519297,12.647388676293051,16.41389854188357,0.1331730306148529,0.0205338643383125,0.0089993628342402,0.1306989789009094,0.1059955805540084,0.1768749356269836,0.2603066404494699,0.0387655287658033,0.0169897420707957,0.2621759211054628,0.1949971281663254,0.345227696829372,0.7909289035050358,0.0371523639213343,0.0162827414055711,0.796147611280431,0.7004557373615412,0.842590327900266
CycleGAN-2D-T2+FLAIR,CycleGAN,GAN,2D,t2_flair,flair,20,0.7765430025326064,0.0442902272359951,0.0194110479323651,0.7814839930450219,0.6646491958807599,0.8347139316976872,14.98961894414182,1.0756182908782297,0.4714105007841892,14.961728264342192,13.219797926203288,16.479683125382742,0.1354906678199768,0.0211937331278353,0.0092885630822824,0.1383254155516624,0.0997257754206657,0.1737119108438491,0.2726684871268966,0.038452466897863,0.0168525366576917,0.2690108271466719,0.2078608226802972,0.3588523636845981,0.7824826111449339,0.0446781323016948,0.0195810548231264,0.7907715314540398,0.6681289442300886,0.8408891530804367
CycleGAN-2.5D-T2+FLAIR,CycleGAN,GAN,2.5D,t2_flair,flair,20,0.7762590518754744,0.043897371759527,0.0192388714284248,0.7812377436512836,0.6661281066571327,0.8329024953546862,14.979917030585929,1.017896874551318,0.4461129746939392,15.21398691487302,13.337984274025544,16.390934117840985,0.1348509784787893,0.0197187287518114,0.0086421139121102,0.1342118382453918,0.1000216007232666,0.1693467199802398,0.2826299629913417,0.0356995097061466,0.015645999971406,0.2797241134442304,0.2197322310493873,0.3642078770531548,0.7820064659721878,0.0444191678647627,0.0194675586545184,0.7887515809351098,0.6689355568171595,0.838879111893412
pix2pix-2D-T2+FLAIR,pix2pix,GAN,2D,t2_flair,flair,20,0.771992244910856,0.0505748140122229,0.0221653895278249,0.7842303991427301,0.6393488286396923,0.839869964075806,15.408334277053044,1.0242001203825306,0.448875493980806,15.46018606807154,13.442583105178954,16.821398010882078,0.1283087152987718,0.0192598809870954,0.0084410150126374,0.1282777488231659,0.0936622396111488,0.1686011552810669,0.2583193694776661,0.0481784017867046,0.0211151155627043,0.2523400032775359,0.1797333465771632,0.3715373216306462,0.7780787579959295,0.0509923794871478,0.0223483956660747,0.791372921169404,0.6426656057401702,0.8459209421095039
pix2pix-2.5D-T2+FLAIR,pix2pix,GAN,2.5D,t2_flair,flair,20,0.7710854489482045,0.0511548725690645,0.0224196113991744,0.7866987390970246,0.6275103221348143,0.8366362804706045,15.38085249709602,1.1619581462230095,0.5092506107850009,15.585846031103149,13.290186151223676,17.044087559812986,0.1288559541106224,0.0224638511733711,0.0098452168589788,0.1289535388350486,0.0962243899703025,0.176375612616539,0.2690399538100768,0.0481907462882292,0.0211205257790375,0.2654648411284093,0.1948591340836641,0.3829621479791753,0.776790010356605,0.0515630802945694,0.0225985163229156,0.7923347585839648,0.631283665735782,0.8423794577419871
CycleGAN-3D-T2+FLAIR,CycleGAN,GAN,3D,t2_flair,flair,20,0.7692105779878174,0.0373226244142075,0.0163573613566168,0.7733413273862629,0.6837057679554809,0.8157946646322944,14.541027777826203,1.004809473705861,0.4403771683778501,14.91022666848941,12.772066811702755,16.00237816663181,0.1396124023944139,0.0175009225558439,0.0076701174907499,0.1382475271821022,0.1165307536721229,0.1735947281122207,0.2340319250288292,0.0354884247050129,0.0155534878907391,0.2303249985454562,0.1759096916160873,0.3147013088067372,0.7733002150305235,0.0377806432661834,0.0165580969690637,0.7787339570302737,0.6853262445238203,0.8204177316635498
CUT-2.5D-T2+FLAIR,CUT,GAN,2.5D,t2_flair,flair,20,0.7687518008740698,0.0498828605245709,0.0218621275408359,0.7793709437907147,0.6373318685471666,0.8336018462045144,15.155334424833702,1.000908487542114,0.4386674858105309,15.234367844921364,13.239114929575756,16.636440159049634,0.1327380839735269,0.0203141306351562,0.0089030602927879,0.1318446472287178,0.0928922072052955,0.1745514422655105,0.2851480917890253,0.0460157129669878,0.0201672753965514,0.2868756407073566,0.2101403224441382,0.3838441012536778,0.7745405915515493,0.0501946631669057,0.0219987810739855,0.7866444551373029,0.6408295944671366,0.8389095261706294
CUT-2D-T2+FLAIR,CUT,GAN,2D,t2_flair,flair,20,0.7687049380527965,0.0481188513201443,0.0210890164200054,0.7794727967550699,0.6351200347431925,0.8321720729482972,14.844722015633888,1.1889467308185522,0.5210788795003396,15.089059979748876,12.926791829338374,16.626029786901285,0.1393418595194816,0.0241002688556529,0.0105624085297031,0.1354266330599784,0.1046920716762542,0.1816670298576355,0.2542186208410547,0.0425245001646166,0.0186371839231476,0.2557490895370821,0.1840171243424888,0.3475958292975145,0.7750229269199063,0.0485240230489766,0.0212665907595385,0.7848167225066573,0.6388379331290208,0.8384569333982486
SwinPix2Pix-2.5D-T2+FLAIR,SwinPix2Pix,GAN,2.5D,t2_flair,flair,20,0.7674376161676013,0.0486241947110858,0.021310492926134,0.7777607785069061,0.6345950757174015,0.8327524581333537,14.909863352022526,1.2590167220086044,0.5517884071431581,15.22706403471143,12.655791581841177,16.90446117418301,0.1359865222126245,0.0241663910423398,0.0105913878557367,0.1340896263718605,0.0996642112731933,0.1855591088533401,0.2486068114831502,0.0457443578480554,0.0200483487721242,0.2434991427826002,0.1832674053740931,0.364274997921551,0.772820572032595,0.0494249552326223,0.0216614416982653,0.7867051127221316,0.6373465597705957,0.8390341486207917
SwinPix2Pix-2D-T2+FLAIR,SwinPix2Pix,GAN,2D,t2_flair,flair,20,0.7650572394276874,0.0408878795598874,0.0179199033177395,0.7721966323355688,0.6661980994188322,0.8238904368880691,14.99596991210332,1.206503377479146,0.528773419156786,15.13124786517251,12.720018691141684,16.78569292281803,0.1340790897607803,0.0224372551673616,0.0098335606454148,0.1351839825510978,0.0998564064502716,0.1806246042251587,0.2488528441617349,0.0384596649733532,0.0168556913533679,0.2427249461416158,0.190161950500296,0.3437428562729447,0.7724502501966125,0.041733955166382,0.0182907123015039,0.7794489483885572,0.6699367031792379,0.8322126358578963
pix2pix-3D-T2+FLAIR,pix2pix,GAN,3D,t2_flair,flair,20,0.7624095216806308,0.0420723528871737,0.0184390216416997,0.7691002324630075,0.6506182951484497,0.8188153049103316,14.403623398455943,1.00553792798493,0.4406964275420039,14.712793686610397,12.494044031570352,15.856510929516883,0.1408714666962623,0.0188003667979644,0.0082396240397869,0.1396113485097885,0.1151968985795974,0.176725760102272,0.2616184028878958,0.0349142592846648,0.0153018488003345,0.2553194573557412,0.2024807964896296,0.3364806411897434,0.7655819882828383,0.0424859090839114,0.0186202706363103,0.7733529296421695,0.6508054350173724,0.8223484999132873
SwinPix2Pix-3D-T2+FLAIR,SwinPix2Pix,GAN,3D,t2_flair,flair,20,0.7612125517519213,0.0390262828364243,0.0171040225809501,0.766828225441726,0.6694266362568105,0.8152543525263308,14.39663602782023,0.9361608815020946,0.4102905963073025,14.597551338945934,12.465284475645644,15.801802536646845,0.1404413219541311,0.0167910952549046,0.0073590219597016,0.1379953473806381,0.1172828301787376,0.17245914041996,0.2619712619511906,0.0353373729502671,0.0154872865403596,0.2524679045307564,0.1965003812366777,0.343328702099183,0.7641124832414283,0.0390986739649002,0.0171357493918611,0.7692844921127292,0.6695227478944537,0.8184985533518914
CUT-3D-T2+FLAIR,CUT,GAN,3D,t2_flair,flair,20,0.7503496053415292,0.041631589997338,0.0182458487881078,0.7594131801223094,0.6518265642680172,0.8079909091576446,14.336316061079794,1.0922372446923825,0.4786940784310907,14.637619768820224,12.410513314216498,16.036404126155084,0.1442129287868738,0.0197317489410198,0.0086478202616276,0.1421490460634231,0.1197356879711151,0.1806660890579223,0.2185100028095798,0.0305824348856196,0.0134033430510544,0.2107563058735595,0.1699644781246378,0.2914961791700787,0.7528099984592292,0.0423578350185799,0.018564139702328,0.7644405921359908,0.6519814538815244,0.8119469005193986
ResViT-3D-T2+FLAIR,ResViT,ResViT,3D,t2_flair,flair,20,0.7024205888477468,0.060220145206608,0.0263926423061891,0.6847376554490326,0.6179669784479033,0.8306178268690285,15.484743093688415,1.1580476288068369,0.507536750962128,15.40458367667024,13.64743252866338,18.235391161453503,0.124106353893876,0.0177464724934444,0.0077777344958096,0.124476708471775,0.0900536850094795,0.1502920687198639,0.244875901894859,0.0390046613584852,0.0170945465504387,0.2522638767786062,0.1670268828816273,0.317307212891487,0.68778855915052,0.0677071648330512,0.0296739733335752,0.671151479004126,0.5912716834810958,0.8464224480302491
ResViT-2D+3D-refine-T2+FLAIR,ResViT,ResViT,2D+3D-refine,t2_flair,flair,20,0.6982285845644176,0.0616369060853328,0.0270135651381966,0.686876139440041,0.6128975241122594,0.8339147238745478,15.465688085389989,0.988065857254352,0.4330389549211976,15.539018940851314,13.888469669765298,17.76622507640632,0.1261769376695156,0.0163018904852321,0.0071446185162002,0.1288551539182663,0.093130774796009,0.1535038203001022,0.2182418521116395,0.0394523945691239,0.0172907742818141,0.2169198911850142,0.1510940920354591,0.3213823916247257,0.6859696834309038,0.0691979980470883,0.0303273597978766,0.6751612894256789,0.5875007746107502,0.8510899359284673
ResViT-2.5D-T2+FLAIR,ResViT,ResViT,2.5D,t2_flair,flair,20,0.6916882769672824,0.0611748825815618,0.0268110744097162,0.6848867272414253,0.5950714386853498,0.8212651672216936,15.1165871189297,1.084818828448456,0.4754428141617563,15.254735418367192,13.369508018927744,18.059418366044483,0.1312444660812616,0.0174029563913362,0.0076271819260964,0.1274018660187721,0.0913220643997192,0.1618389785289764,0.2013182756497148,0.0355270325960547,0.0155704085450313,0.1989702596534817,0.1476771320131692,0.2892413632227824,0.677863418414111,0.0682993225514029,0.0299334978962557,0.6686197289319812,0.5665122473450063,0.8392738817282606
ResViT-2D-T2+FLAIR,ResViT,ResViT,2D,t2_flair,flair,20,0.6847176347309976,0.0669651158551882,0.0293487560299765,0.6804365057436089,0.5743401302732548,0.8326252242045539,15.308747827653514,0.92713071266041,0.4063329503171543,15.258731599596304,13.4344346958962,17.072859190634613,0.1285836726427078,0.0158559959518084,0.0069491966206442,0.1277169808745384,0.1004439145326614,0.1614798754453659,0.2137858250163457,0.04360060506718,0.0191088076909059,0.2054343312452519,0.1426642662949032,0.323705269740178,0.6722429275960616,0.0748125692321166,0.0327880541133867,0.6732741498152508,0.5470195540026435,0.8495162082509713
SynDiff-2D-T2+FLAIR,SynDiff,SynDiff,2D,t2_flair,flair,20,0.6726392684133236,0.0604606005826493,0.0264980265212003,0.6576511267943319,0.5861901811547459,0.8087659697021645,14.242227560682656,0.9240273253562123,0.4049728308625059,14.231182328986188,12.573247745135973,15.562441124194068,0.1450650420039892,0.018329868748168,0.0080334191777523,0.1456308513879776,0.1151300519704818,0.1764493584632873,0.1959653622446066,0.0365273731737406,0.0160088271333733,0.1872930766610556,0.1404591657221317,0.2589522468355986,,,,,,
SynDiff-2.5D-T2+FLAIR,SynDiff,SynDiff,2.5D,t2_flair,flair,20,0.6707602692833927,0.0627745260020553,0.027512149049601,0.6603423255112759,0.5702595500916666,0.8074653972933801,14.450330777691118,0.9263262816146036,0.4059803928668339,14.479981056041224,12.378193755150823,15.883319652652222,0.1423258449882269,0.0190123286850293,0.0083325204326577,0.1410121768712997,0.1137857809662818,0.1877066642045974,0.1852703039014903,0.0341018996880997,0.0149458165094361,0.1755288064026485,0.1331876293163408,0.2436595598564428,,,,,,
SynDiff-3D-T2+FLAIR,SynDiff,SynDiff,3D,t2_flair,flair,20,0.6627366569744791,0.0566409398540712,0.0248239863973433,0.6439329377689733,0.5706823683139679,0.7685672788137249,14.3790831051828,0.8722119613108188,0.3822637463107638,14.173855683151809,12.607218171096136,16.14731985622552,0.1436217874288559,0.0180043371171245,0.0078907486500077,0.1470055803656578,0.108973853290081,0.180747851729393,0.2381080559993593,0.0303335787691018,0.013294277049197,0.2363705655297039,0.1757210632165273,0.3006374159684548,,,,,,
SynDiff-3D+3D-refine-T2+FLAIR,SynDiff,SynDiff,3D+3D-refine,t2_flair,flair,20,0.6573327545076071,0.0616202519340449,0.0270062661345767,0.6456338935160948,0.5793513477069373,0.7936778172135723,14.01249894599496,0.7833266044478369,0.3433080210813726,13.976658184413248,12.392609744852551,15.318194914771224,0.1501446478068828,0.0165149200597857,0.0072379828437445,0.1531578600406646,0.1259144991636276,0.1789593249559402,0.2306600911042259,0.0324227412527588,0.0142098928777788,0.2204616704845691,0.1819259648935662,0.2995098003974327,,,,,,
